,content_id,content,jieba,jieba_remove_stopword,token_sequence,pad_sequence,sentiment_value
1929,P7zwjrpgGSFiDA4M,车是好车，但价格低肯定有原因的,"['车是', '好车', '，', '但', '价格低', '肯定', '有', '原因', '的']","['车是', '好车', '价格低', '肯定', '有', '原因']","[730, 488, 2694, 71, 4, 239]","[730, 488, 2694, 71, 4, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1930,PTZrVmatjOJLeWxv,方向重可以把两个前减震上部的顶胶换了试试，你这个年限的车前减震顶胶里的压力轴承估计不会太好会影响方向回正和力度的,"['方向', '重', '可以', '把', '两个', '前', '减震', '上部', '的', '顶', '胶换', '了', '试试', '，', '你', '这个', '年限', '的', '车前', '减震', '顶胶', '里', '的', '压力', '轴承', '估计', '不会', '太好', '会', '影响', '方向', '回正', '和', '力度', '的']","['方向', '重', '可以', '两个', '前', '减震', '上部', '顶', '胶换', '试试', '年限', '车前', '减震', '顶胶', '里', '压力', '轴承', '估计', '不会', '太好', '影响', '方向', '回正', '力度']","[470, 642, 13, 180, 140, 618, 15930, 594, 351, 3338, 10968, 618, 145, 917, 462, 114, 74, 2285, 162, 470, 13198, 926]","[470, 642, 13, 180, 140, 618, 15930, 594, 351, 3338, 10968, 618, 145, 917, 462, 114, 74, 2285, 162, 470, 13198, 926, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1931,kpnCZaAhWuOymsRD,那些论坛里晒2.5油耗7左右，并且纯市区的，我是非常佩服！我只知道连1.5自动小两厢车市区开空调油耗都要9,"['那些', '论坛', '里', '晒', '2.5', '油耗', '7', '左右', '，', '并且', '纯', '市区', '的', '，', '我', '是', '非常', '佩服', '！', '我', '只', '知道', '连', '1.5', '自动', '小', '两厢车', '市区', '开', '空调', '油耗', '都', '要', '9']","['论坛', '里', '晒', '2.5', '油耗', '左右', '纯', '市区', '佩服', '只', '知道', '1.5', '自动', '小', '两厢车', '市区', '开', '空调', '油耗']","[311, 145, 2006, 1, 6, 68, 675, 92, 1823, 234, 61, 120, 265, 65, 14767, 92, 26, 46, 6]","[311, 145, 2006, 1, 6, 68, 675, 92, 1823, 234, 61, 120, 265, 65, 14767, 92, 26, 46, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1932,1BvD8xQqpmouKl2w,应该是机油问题，建议用原厂灰瓶机油。    ,"['应该', '是', '机油', '问题', '，', '建议', '用', '原厂', '灰瓶', '机油', '。']","['应该', '机油', '问题', '建议', '原厂', '灰瓶', '机油']","[50, 7, 23, 75, 132, 7]","[50, 7, 23, 75, 132, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1933,HsRBODZpbreXM1nP,直接拉出管子加的机油，大都不会是什么好东西。如果用大牌机油，他肯定会亮出桶来宣传的。,"['直接', '拉', '出', '管子', '加', '的', '机油', '，', '大都', '不会', '是', '什么', '好', '东西', '。', '如果', '用', '大牌', '机油', '，', '他', '肯定', '会', '亮出', '桶', '来', '宣传', '的', '。']","['直接', '拉', '管子', '加', '机油', '不会', '好', '东西', '大牌', '机油', '肯定', '亮出', '桶', '宣传']","[137, 412, 2407, 95, 7, 74, 10, 161, 5156, 7, 71, 3174, 2343]","[137, 412, 2407, 95, 7, 74, 10, 161, 5156, 7, 71, 3174, 2343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1934,X1M2nsA0Gy8IjKmx,楼上几位一点都不幽默。其实说白了就是脚底下有一点震动，但是没有异响，不过油门踏板和刹车踏板没有这种感觉，不知和轴承有无关系？,"['楼上', '几位', '一点', '都', '不', '幽默', '。', '其实', '说白了', '就是', '脚底', '下', '有', '一点', '震动', '，', '但是', '没有', '异响', '，', '不过', '油门', '踏板', '和', '刹车踏板', '没有', '这种', '感觉', '，', '不知', '和', '轴承', '有无', '关系', '？']","['楼上', '几位', '一点', '幽默', '说白了', '脚底', '下', '有', '一点', '震动', '没有', '异响', '不过', '油门', '踏板', '刹车踏板', '没有', '这种', '感觉', '不知', '轴承', '有无', '关系']","[2248, 66, 2929, 14531, 63, 4, 66, 1868, 16, 116, 60, 164, 1288, 1859, 16, 181, 25, 685, 462, 1669, 342]","[2248, 66, 2929, 14531, 63, 4, 66, 1868, 16, 116, 60, 164, 1288, 1859, 16, 181, 25, 685, 462, 1669, 342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1935,ZVi7njCYN1403Kw6,上图啊大哥，你这让我很闹心啊，快被后备箱异响折磨疯了……,"['上图', '啊', '大哥', '，', '你', '这', '让', '我', '很', '闹心', '啊', '，', '快', '被', '后备箱', '异响', '折磨', '疯', '了', '…', '…']","['上图', '大哥', '闹心', '快', '后备箱', '异响', '折磨', '疯']","[1678, 3764, 138, 146, 116, 6259, 2316]","[1678, 3764, 138, 146, 116, 6259, 2316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1936,rl8tJSg09y5dVI7p,斯巴鲁相同车型不同型号的发动机机油量是不一样的，比如11年到12年的森林人FB发动机车型是要加5.5升机油的，13年款森林人FB型发动机的就是4.9的刚刚好。请勿乱喷   ,"['斯巴鲁', '相同', '车型', '不同', '型号', '的', '发动机', '机油', '量', '是', '不', '一样', '的', '，', '比如', '11', '年', '到', '12', '年', '的', '森林', '人', 'FB', '发动机', '车型', '是', '要加', '5.5', '升', '机油', '的', '，', '13', '年款', '森林', '人', 'F', 'B型', '发动机', '的', '就是', '4.9', '的', '刚刚', '好', '。', '请勿', '乱', '喷']","['斯巴鲁', '相同', '车型', '不同', '型号', '发动机', '机油', '量', '一样', '年', '年', '森林', '人', 'FB', '发动机', '车型', '要加', '5.5', '升', '机油', '年款', '森林', '人', 'F', 'B型', '发动机', '4.9', '刚刚', '好', '乱', '喷']","[35, 1692, 163, 245, 554, 5, 7, 1753, 38, 70, 70, 2, 3, 388, 5, 163, 3607, 8, 217, 7, 4205, 2, 3, 5, 124, 816, 10, 5319, 734]","[35, 1692, 163, 245, 554, 5, 7, 1753, 38, 70, 70, 2, 3, 388, 5, 163, 3607, 8, 217, 7, 4205, 2, 3, 5, 124, 816, 10, 5319, 734, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1937,QdaZJwOXbmkocY5v,火花塞没换，才65000公里，不用换火花塞吧，怠速才500转，发动机几乎没声音，很好   ,"['火花塞', '没换', '，', '才', '65000', '公里', '，', '不用', '换', '火花塞', '吧', '，', '怠速', '才', '500', '转', '，', '发动机', '几乎', '没', '声音', '，', '很', '好']","['火花塞', '没换', '65000', '公里', '不用', '换', '火花塞', '怠速', '转', '发动机', '没', '声音', '好']","[501, 1313, 4099, 45, 151, 21, 501, 441, 345, 5, 15, 80, 10]","[501, 1313, 4099, 45, 151, 21, 501, 441, 345, 5, 15, 80, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1938,dXf2rtkJHZPY0O6z,STI空调泵有点异响很正常，通病，我换了3个泵才换到一个很好的声音不算大的泵。。。   ,"['STI', '空调', '泵', '有点', '异响', '很', '正常', '，', '通病', '，', '我换', '了', '3', '个泵', '才', '换', '到', '一个', '很', '好', '的', '声音', '不算', '大', '的', '泵', '。', '。', '。']","['STI', '空调', '泵', '有点', '异响', '正常', '通病', '我换', '个泵', '换', '一个', '好', '声音', '不算', '大', '泵']","[1774, 46, 1506, 78, 116, 79, 1064, 544, 21, 36, 10, 80, 638, 17, 1506]","[1774, 46, 1506, 78, 116, 79, 1064, 544, 21, 36, 10, 80, 638, 17, 1506, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1939,iGtjK9Ye0QPDkJRa,关键是我也不知道，这个显示的温度是机油温度还是水温呢？就中央显示屏左侧那个。   ,"['关键', '是', '我', '也', '不', '知道', '，', '这个', '显示', '的', '温度', '是', '机油', '温度', '还是', '水温', '呢', '？', '就', '中央', '显示屏', '左侧', '那个', '。']","['关键', '知道', '显示', '温度', '机油', '温度', '水温', '中央', '显示屏', '左侧']","[374, 61, 232, 269, 7, 269, 721, 4159, 1330, 2744]","[374, 61, 232, 269, 7, 269, 721, 4159, 1330, 2744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1940,xMjehF1dANLv3oPf,天津的也是 但是可以要求换原厂大白桶机油 应该是400多,"['天津', '的', '也', '是', ' ', '但是', '可以', '要求', '换', '原厂', '大白', '桶', '机油', ' ', '应该', '是', '400', '多']","['天津', ' ', '可以', '要求', '换', '原厂', '大白', '桶', '机油', ' ', '应该', '多']","[3160, 13, 222, 21, 132, 6001, 3174, 7, 50, 22]","[3160, 13, 222, 21, 132, 6001, 3174, 7, 50, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1941,imvjh6fsbZ1B8tDk,是原厂R18的轮毂的原厂刹车盘和皮一全套。   ,"['是', '原厂', 'R18', '的', '轮毂', '的', '原厂', '刹车盘', '和', '皮', '一', '全套', '。']","['原厂', 'R18', '轮毂', '原厂', '刹车盘', '皮', '全套']","[132, 3353, 292, 132, 373, 789, 3336]","[132, 3353, 292, 132, 373, 789, 3336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1942,ZPylWN6mJtq73xER,可是看到论坛里有人提车了阿，骚红外观。    ,"['可是', '看到', '论坛', '里', '有人', '提车', '了', '阿', '，', '骚红', '外观', '。']","['看到', '论坛', '里', '有人', '提车', '骚红', '外观']","[349, 311, 145, 619, 281, 42]","[349, 311, 145, 619, 281, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
1943,k6KDiRX7ZNSMT5cq,2.0发动机是皮带机吗？不是链条？   ,"['2.0', '发动机', '是', '皮带机', '吗', '？', '不是', '链条', '？']","['2.0', '发动机', '皮带机', '不是', '链条']","[1, 5, 30, 826]","[1, 5, 30, 826, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
